,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
73,2020-04-28,70.17132243297323,24.4309831234178,95.92144611279117,70.17132243297323,70.17132243297323,-12.48147533718137,-12.48147533718137,-12.48147533718137,-4.278624882627232,-4.278624882627232,-4.278624882627232,-8.20285045455414,-8.20285045455414,-8.20285045455414,0.0,0.0,0.0,57.689847095791855
74,2020-04-29,70.693128337915,20.79091351824321,93.72378549560463,70.693128337915,70.693128337915,-13.427468435067189,-13.427468435067189,-13.427468435067189,-3.448980936168954,-3.448980936168954,-3.448980936168954,-9.978487498898238,-9.978487498898238,-9.978487498898238,0.0,0.0,0.0,57.26565990284781
75,2020-04-30,71.21493424285677,19.70668747054053,90.43301556007003,71.21493424285677,71.21493424285677,-16.203941039285997,-16.203941039285997,-16.203941039285997,-4.312581032715533,-4.312581032715533,-4.312581032715533,-11.891360006570462,-11.891360006570462,-11.891360006570462,0.0,0.0,0.0,55.01099320357078
76,2020-05-01,71.73674014779854,14.126773264076226,87.10537155955225,71.73674014779854,71.73674014779854,-19.187671664804046,-19.187671664804046,-19.187671664804046,-5.2554708669580075,-5.2554708669580075,-5.2554708669580075,-13.93220079784604,-13.93220079784604,-13.93220079784604,0.0,0.0,0.0,52.5490684829945
77,2020-05-04,73.30215786262386,14.835843144295584,83.98922708315644,73.30215786262386,73.30215786262386,-23.444819494697757,-23.444819494697757,-23.444819494697757,-2.765059325450504,-2.765059325450504,-2.765059325450504,-20.679760169247256,-20.679760169247256,-20.679760169247256,0.0,0.0,0.0,49.857338367926104
78,2020-05-05,73.82396376756564,10.314882009174797,84.1669679855576,73.82396376756564,73.82396376756564,-27.353225599339993,-27.353225599339993,-27.353225599339993,-4.278624882614444,-4.278624882614444,-4.278624882614444,-23.07460071672555,-23.07460071672555,-23.07460071672555,0.0,0.0,0.0,46.47073816822565
79,2020-05-06,74.34576967250742,10.316807257419377,83.16708659569814,74.34576967250742,74.34576967250742,-28.953599320392637,-28.953599320392637,-28.953599320392637,-3.448980936165921,-3.448980936165921,-3.448980936165921,-25.50461838422672,-25.50461838422672,-25.50461838422672,0.0,0.0,0.0,45.392170352114775
80,2020-05-07,74.86757557744919,6.090761656663384,77.70949050393777,74.86757557744919,74.86757557744919,-32.25700296738173,-32.25700296738173,-32.25700296738173,-4.312581032719142,-4.312581032719142,-4.312581032719142,-27.944421934662593,-27.944421934662593,-27.944421934662593,0.0,0.0,0.0,42.61057261006746
81,2020-05-08,75.38938148239096,6.0615341211939615,75.6904234881369,75.38938148239096,75.38938148239096,-35.62300247195459,-35.62300247195459,-35.62300247195459,-5.255470866955221,-5.255470866955221,-5.255470866955221,-30.36753160499937,-30.36753160499937,-30.36753160499937,0.0,0.0,0.0,39.76637901043637
82,2020-05-11,76.95479919721629,0.0977743172340973,71.3234183344058,76.95479919721629,76.95479919721629,-40.03378186926133,-40.03378186926133,-40.03378186926133,-2.765059325449927,-2.765059325449927,-2.765059325449927,-37.26872254381141,-37.26872254381141,-37.26872254381141,0.0,0.0,0.0,36.92101732795496
83,2020-05-12,77.47660510215805,-1.888629022006162,69.78564627928347,77.47660510215805,77.47660510215805,-43.63915885926983,-43.63915885926983,-43.63915885926983,-4.278624882618225,-4.278624882618225,-4.278624882618225,-39.3605339766516,-39.3605339766516,-39.3605339766516,0.0,0.0,0.0,33.83744624288822
84,2020-05-13,77.99841100709982,-3.392382760640317,65.66821990771723,77.99841100709982,77.99841100709982,-44.758029605366026,-44.758029605366026,-44.758029605366026,-3.4489809361665276,-3.4489809361665276,-3.4489809361665276,-41.3090486691995,-41.3090486691995,-41.3090486691995,0.0,0.0,0.0,33.24038140173379
85,2020-05-14,78.5202169120416,-6.5225055084001635,65.71901810593371,78.5202169120416,78.5202169120416,-47.40703246659964,-47.40703246659964,-47.40703246659964,-4.312581032722751,-4.312581032722751,-4.312581032722751,-43.094451433876884,-43.094451433876884,-43.094451433876884,0.0,0.0,0.0,31.113184445441966
86,2020-05-15,79.04202281698338,-7.768788294033715,64.704647941873,79.04202281698338,79.04202281698338,-49.9555021508188,-49.9555021508188,-49.9555021508188,-5.255470866946535,-5.255470866946535,-5.255470866946535,-44.70003128387227,-44.70003128387227,-44.70003128387227,0.0,0.0,0.0,29.086520666164574
87,2020-05-18,80.60744053180869,-9.902680690582429,64.99836296391287,80.60744053180869,80.60744053180869,-51.09023844260205,-51.09023844260205,-51.09023844260205,-2.7650593254279365,-2.7650593254279365,-2.7650593254279365,-48.32517911717412,-48.32517911717412,-48.32517911717412,0.0,0.0,0.0,29.51720208920664
88,2020-05-19,81.12924643675046,-6.206836181524991,64.657765324145,81.12924643675046,81.12924643675046,-53.39730800576566,-53.39730800576566,-53.39730800576566,-4.278624882622009,-4.278624882622009,-4.278624882622009,-49.11868312314365,-49.11868312314365,-49.11868312314365,0.0,0.0,0.0,27.731938430984805
89,2020-05-20,81.65105234169225,-7.242950343390388,67.13591289707176,81.65105234169225,81.65105234169225,-53.15518315295181,-53.15518315295181,-53.15518315295181,-3.448980936167511,-3.448980936167511,-3.448980936167511,-49.70620221678429,-49.70620221678429,-49.70620221678429,0.0,0.0,0.0,28.495869188740443
